Handle,Title,Body (HTML),Vendor,Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
shirley-shirt-white-oxford,,,,,,Color,White Oxford,Size,L,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-black-paisley,Stanley Black & Orange Paisley Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Black and Orange Paisley Print,Size,S,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/258_Stanley_Shirt_Black_and_Orange_Paisley_Front.jpg
stanley-shirt-black-paisley,,,,,,Color,Black and Orange Paisley Print,Size,M,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/260_Stanley_Shirt_Black_and_Orange_Paisley_Back.jpg
stanley-shirt-black-paisley,,,,,,Color,Black and Orange Paisley Print,Size,L,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-black-paisley,,,,,,Color,Black and Orange Paisley Print,Size,XL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-black-paisley,,,,,,Color,Black and Orange Paisley Print,Size,XXL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-blue-paisley,Stanley Blue & Yellow Paisley Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Blue and Yellow Paisley Print,Size,S,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/262_Stanley_Shirt_Blue_and_Yellow_Paisley_Front.jpg
stanley-shirt-blue-paisley,,,,,,Color,Blue and Yellow Paisley Print,Size,M,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/263_Stanley_Shirt_Blue_and_Yellow_Paisley_Back.jpg
stanley-shirt-blue-paisley,,,,,,Color,Blue and Yellow Paisley Print,Size,L,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-blue-paisley,,,,,,Color,Blue and Yellow Paisley Print,Size,XL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-blue-paisley,,,,,,Color,Blue and Yellow Paisley Print,Size,XXL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-blue-oxford,Stanley Blue Oxford Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Blue Oxford,Size,S,,,,0,,1,deny,manual,279.00,,true,true,http://dl.dropbox.com/u/5929324/mens/293_Stanley_Shirt_Blue_Oxford_Front.jpg
stanley-shirt-blue-oxford,,,,,,Color,Blue Oxford,Size,M,,,,0,,1,deny,manual,279.00,,true,true,http://dl.dropbox.com/u/5929324/mens/294_Stanley_Shirt_Blue_Oxford_Back.jpg
stanley-shirt-blue-oxford,,,,,,Color,Blue Oxford,Size,L,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-blue-oxford,,,,,,Color,Blue Oxford,Size,XL,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-blue-oxford,,,,,,Color,Blue Oxford,Size,XXL,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-red-floral,Stanley Burnt Red Rose Floral Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Burnt Red Rose Floral Print,Size,S,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/265_Stanley_Shirt_Burnt_Red_Rose_Floral_Front.jpg
stanley-shirt-red-floral,,,,,,Color,Burnt Red Rose Floral Print,Size,M,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/266_Stanley_Shirt_Burnt_Red_Rose_Floral_Back.jpg
stanley-shirt-red-floral,,,,,,Color,Burnt Red Rose Floral Print,Size,L,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-red-floral,,,,,,Color,Burnt Red Rose Floral Print,Size,XL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-red-floral,,,,,,Color,Burnt Red Rose Floral Print,Size,XXL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-dark-denim,Stanley Dark Wash Denim Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Dark Wash Denim,Size,S,,,,0,,1,deny,manual,279.00,,true,true,http://dl.dropbox.com/u/5929324/mens/291_Stanley_Shirt_Dark_Wash_Denim_Front.jpg
stanley-shirt-dark-denim,,,,,,Color,Dark Wash Denim,Size,M,,,,0,,1,deny,manual,279.00,,true,true,http://dl.dropbox.com/u/5929324/mens/292_Stanley_Shirt_Dark_Wash_Denim_Back.jpg
stanley-shirt-dark-denim,,,,,,Color,Dark Wash Denim,Size,L,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-dark-denim,,,,,,Color,Dark Wash Denim,Size,XL,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-dark-denim,,,,,,Color,Dark Wash Denim,Size,XXL,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-large-blue-check,Stanley Large Blue Check Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Large Blue Check,Size,S,,,,0,,1,deny,manual,189.00,,true,true,http://dl.dropbox.com/u/5929324/mens/279_Stanley_Shirt_Large_Blue_Check_Front.jpg
stanley-shirt-large-blue-check,,,,,,Color,Large Blue Check,Size,M,,,,0,,1,deny,manual,189.00,,true,true,http://dl.dropbox.com/u/5929324/mens/285_Stanley_Shirt_Large_Blue_Check_Back.jpg
stanley-shirt-large-blue-check,,,,,,Color,Large Blue Check,Size,L,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-large-blue-check,,,,,,Color,Large Blue Check,Size,XL,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-large-blue-check,,,,,,Color,Large Blue Check,Size,XXL,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-large-orange-check,Stanley Large Orange Check Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Large Orange Check,Size,S,,,,0,,1,deny,manual,189.00,,true,true,http://dl.dropbox.com/u/5929324/mens/270_Stanley_Shirt_Large_Orange_Check_Front.jpg
stanley-shirt-large-orange-check,,,,,,Color,Large Orange Check,Size,M,,,,0,,1,deny,manual,189.00,,true,true,http://dl.dropbox.com/u/5929324/mens/276_Stanley_Shirt_Large_Orange_Check_Back.jpg
stanley-shirt-large-orange-check,,,,,,Color,Large Orange Check,Size,L,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-large-orange-check,,,,,,Color,Large Orange Check,Size,XL,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-large-orange-check,,,,,,Color,Large Orange Check,Size,XXL,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-light-denim,Stanley Light Wash Denim Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Light Wash Denim,Size,S,,,,0,,1,deny,manual,279.00,,true,true,http://dl.dropbox.com/u/5929324/mens/286_Stanley_Shirt_Light_Wash_Denim_Front.jpg
stanley-shirt-light-denim,,,,,,Color,Light Wash Denim,Size,M,,,,0,,1,deny,manual,279.00,,true,true,http://dl.dropbox.com/u/5929324/mens/290_Stanley_Shirt_Light_Wash_Denim_Back.jpg
stanley-shirt-light-denim,,,,,,Color,Light Wash Denim,Size,L,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-light-denim,,,,,,Color,Light Wash Denim,Size,XL,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-light-denim,,,,,,Color,Light Wash Denim,Size,XXL,,,,0,,1,deny,manual,279.00,,true,true,
stanley-shirt-navy-floral,Stanley Navy Rose Floral Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Navy Rose Floral Print,Size,S,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/267_Stanley_Shirt_Navy_Rose_Floral_Front.jpg
stanley-shirt-navy-floral,,,,,,Color,Navy Rose Floral Print,Size,M,,,,0,,1,deny,manual,179.00,,true,true,http://dl.dropbox.com/u/5929324/mens/269_Stanley_Shirt_Navy_Rose_Floral_Back.jpg
stanley-shirt-navy-floral,,,,,,Color,Navy Rose Floral Print,Size,L,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-navy-floral,,,,,,Color,Navy Rose Floral Print,Size,XL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-navy-floral,,,,,,Color,Navy Rose Floral Print,Size,XXL,,,,0,,1,deny,manual,179.00,,true,true,
stanley-shirt-stone,Stanley Stone & Rust Shirt,"Slim fit shirt
Patch pocket at chest, button front, button down collar, gathered back yoke, darted back and woven fabric inner collar stand, inner cuffs and back hanger loop 
100% Japanese mid weight cotton fabric
Real shell buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Stone and Rust Brushed Check,Size,S,,,,0,,1,deny,manual,189.00,,true,true,http://dl.dropbox.com/u/5929324/mens/256_Stanley_Shirt_Stone_and_Rust_Check_Front.jpg
stanley-shirt-stone,,,,,,Color,Stone and Rust Brushed Check,Size,M,,,,0,,1,deny,manual,189.00,,true,true,http://dl.dropbox.com/u/5929324/mens/257_Stanley_Shirt_Stone_and_Rust_Check_Back.jpg
stanley-shirt-stone,,,,,,Color,Stone and Rust Brushed Check,Size,L,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-stone,,,,,,Color,Stone and Rust Brushed Check,Size,XL,,,,0,,1,deny,manual,189.00,,true,true,
stanley-shirt-stone,,,,,,Color,Stone and Rust Brushed Check,Size,XXL,,,,0,,1,deny,manual,189.00,,true,true,
stripe-oxford-tie,Stripe Oxford Tie,,Three Over One,Tie,Mens,Color,Default Title,,,,,,0,,1,deny,manual,279.00,,true,true,
theodore-knit-cardigan,Theodore Knit Cardigan,"Relaxed fit cardigan.
Front patch pockets, button front, ribbed cuffs and woven fabric inner neck lining
100% cotton mid weight French rib fabric
Heavily garment washed for softness
Made in China",Three Over One,Knit,Mens,Color,Black,Size,S,,,,0,,1,deny,manual,139.00,,true,true,http://dl.dropbox.com/u/5929324/mens/123_Theodore_Knit_Cardigan_Burnt_Red_Front.jpg
theodore-knit-cardigan,,,,,,Color,Black,Size,M,,,,0,,1,deny,manual,139.00,,true,true,http://dl.dropbox.com/u/5929324/mens/124_Theodore_Knit_Cardigan_Burnt_Red_Back.jpg
theodore-knit-cardigan,,,,,,Color,Black,Size,L,,,,0,,1,deny,manual,139.00,,true,true,http://dl.dropbox.com/u/5929324/mens/127_Theodore_Knit_Cardigan_Navy_Front.jpg
theodore-knit-cardigan,,,,,,Color,Black,Size,XL,,,,0,,1,deny,manual,139.00,,true,true,http://dl.dropbox.com/u/5929324/mens/128_Theodore_Knit_Cardigan_Navy_Back.jpg
theodore-knit-cardigan,,,,,,Color,Black,Size,XXL,,,,0,,1,deny,manual,139.00,,true,true,http://dl.dropbox.com/u/5929324/mens/129_Theodore_Knit_Cardigan_Black_Front.jpg
theodore-knit-cardigan,,,,,,Color,Navy,Size,S,,,,0,,1,deny,manual,139.00,,true,true,http://dl.dropbox.com/u/5929324/mens/130_Theodore_Knit_Cardigan_Black_Back.jpg
theodore-knit-cardigan,,,,,,Color,Navy,Size,M,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Navy,Size,L,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Navy,Size,XL,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Burnt Red,Size,S,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Burnt Red,Size,M,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Burnt Red,Size,L,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Burnt Red,Size,XL,,,,0,,1,deny,manual,139.00,,true,true,
theodore-knit-cardigan,,,,,,Color,Burnt Red,Size,XXL,,,,0,,1,deny,manual,139.00,,true,true,
tommy-work-shirt-check,Tommy Burnt Orange Large Check Work Shirt,"Relaxed fit shirt .
Patch pockets at chest, button front, gathered back yoke and woven fabric back hanger loop
100% Japanese  mid weight cotton chambray fabric
Real corozo buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Burnt Orange Large Check,Size,S,,,,0,,1,deny,manual,229.00,,true,true,http://dl.dropbox.com/u/5929324/mens/245_Tommy_Work_Shirt_Burnt_Orange_Large_Brushed_Check_Front.jpg
tommy-work-shirt-check,,,,,,Color,Burnt Orange Large Check,Size,M,,,,0,,1,deny,manual,229.00,,true,true,http://dl.dropbox.com/u/5929324/mens/246_Tommy_Work_Shirt_Burnt_Orange_Large_Brushed_Check_Back.jpg
tommy-work-shirt-check,,,,,,Color,Burnt Orange Large Check,Size,L,,,,0,,1,deny,manual,229.00,,true,true,
tommy-work-shirt-check,,,,,,Color,Burnt Orange Large Check,Size,XL,,,,0,,1,deny,manual,229.00,,true,true,
tommy-work-shirt-check,,,,,,Color,Burnt Orange Large Check,Size,XXL,,,,0,,1,deny,manual,229.00,,true,true,
tommy-work-shirt-chambray,Tommy Light Blue Chambray Work Shirt,"Relaxed fit shirt .
Patch pockets at chest, button front, gathered back yoke and woven fabric back hanger loop
100% Japanese  mid weight cotton chambray fabric
Real corozo buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Light Blue Chambray,Size,S,,,,0,,1,deny,manual,229.00,,true,true,http://dl.dropbox.com/u/5929324/mens/247_Tommy_Work_Shirt_Light_Blue_Chambray_Front.jpg
tommy-work-shirt-chambray,,,,,,Color,Light Blue Chambray,Size,M,,,,0,,1,deny,manual,229.00,,true,true,http://dl.dropbox.com/u/5929324/mens/248_Tommy_Work_Shirt_Light_Blue_Chambray_Back.jpg
tommy-work-shirt-chambray,,,,,,Color,Light Blue Chambray,Size,L,,,,0,,1,deny,manual,229.00,,true,true,
tommy-work-shirt-chambray,,,,,,Color,Light Blue Chambray,Size,XL,,,,0,,1,deny,manual,229.00,,true,true,
tommy-work-shirt-chambray,,,,,,Color,Light Blue Chambray,Size,XXL,,,,0,,1,deny,manual,229.00,,true,true,
victor-over-shirt,Victor Over Shirt,"Relaxed fit shirt. 
Two chest and two lower patch bellowed pockets with button fastening and an inner pocket. Button front and cuffs. Back box pleat and elbow darts
100% Japanese heavy weight reverse twill fabric
Real corozo buttons
Heavily garment washed for softness
Made in Australia",Three Over One,Shirt,Mens,Color,Navy,Size,S,,,,0,,1,deny,manual,239.00,,true,true,http://dl.dropbox.com/u/5929324/mens/079_Victor_Over_Shirt_Green_Front.jpg
victor-over-shirt,,,,,,Color,Navy,Size,M,,,,0,,1,deny,manual,239.00,,true,true,http://dl.dropbox.com/u/5929324/mens/080_Victor_Over_Shirt_Green_Back.jpg
victor-over-shirt,,,,,,Color,Navy,Size,L,,,,0,,1,deny,manual,239.00,,true,true,http://dl.dropbox.com/u/5929324/mens/083_Victor_Over_Shirt_Navy_Front.jpg
victor-over-shirt,,,,,,Color,Navy,Size,XL,,,,0,,1,deny,manual,239.00,,true,true,http://dl.dropbox.com/u/5929324/mens/084_Victor_Over_Shirt_Navy_Back.jpg
victor-over-shirt,,,,,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,239.00,,true,true,
victor-over-shirt,,,,,,Color,Green,Size,S,,,,0,,1,deny,manual,239.00,,true,true,
victor-over-shirt,,,,,,Color,Green,Size,M,,,,0,,1,deny,manual,239.00,,true,true,
victor-over-shirt,,,,,,Color,Green,Size,L,,,,0,,1,deny,manual,239.00,,true,true,
victor-over-shirt,,,,,,Color,Green,Size,XL,,,,0,,1,deny,manual,239.00,,true,true,
victor-over-shirt,,,,,,Color,Green,Size,XXL,,,,0,,1,deny,manual,239.00,,true,true,
vincent-athletic-sweat,Vincent Althletic Sweat,"Slim fit  crew neck sweatshirt. 
Ribbed side panels, vee insert, raw edge cuff, ribbed hem and woven fabric back hanger loop
100% marled cotton loop back mid weight sweat fabric
Heavily garment washed for softness
Made in China",Three Over One,Sweatshirt,Mens,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,109.00,,true,true,http://dl.dropbox.com/u/5929324/mens/209_Vincent_Athletic_Sweat_Grey_Marl_Front.jpg
vincent-athletic-sweat,,,,,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,109.00,,true,true,http://dl.dropbox.com/u/5929324/mens/210_Vincent_Athletic_Sweat_Grey_Marl_Back.jpg
vincent-athletic-sweat,,,,,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,109.00,,true,true,
vincent-athletic-sweat,,,,,,Color,Grey Marl,Size,XL,,,,0,,1,deny,manual,109.00,,true,true,
vincent-athletic-sweat,,,,,,Color,Grey Marl,Size,XXL,,,,0,,1,deny,manual,109.00,,true,true,
virginia-athletic-sweat,Virginia Athletic Sweat,"Slim fit mens style crew neck sweatshirt.
Ribbed side panels, vee insert, ribbed cuffs and hem and woven fabric back hanger loop
100% marled cotton loop back mid weight sweat fabric
Heavily garment washed for softness
Made in China",Three Over One,Sweatshirt,Womens,Color,Navy Marl,Size,XS,,,,0,,1,deny,manual,109.00,,true,true,http://dl.dropbox.com/u/5929324/mens/312_Virginia_Athletic_Sweat_Grey_Marl_Front.jpg
virginia-athletic-sweat,,,,,,Color,Navy Marl,Size,S,,,,0,,1,deny,manual,109.00,,true,true,http://dl.dropbox.com/u/5929324/mens/313_Virginia_Athletic_Sweat_Grey_Marl_Back.jpg
virginia-athletic-sweat,,,,,,Color,Navy Marl,Size,M,,,,0,,1,deny,manual,109.00,,true,true,http://dl.dropbox.com/u/5929324/mens/314_Virginia_Athletic_Sweat_Navy_Marl_Front.jpg
virginia-athletic-sweat,,,,,,Color,Navy Marl,Size,L,,,,0,,1,deny,manual,109.00,,true,true,http://dl.dropbox.com/u/5929324/mens/315_Virginia_Athletic_Sweat_Navy_Marl_Back.jpg
virginia-athletic-sweat,,,,,,Color,Grey Marl,Size,XS,,,,0,,1,deny,manual,109.00,,true,true,
virginia-athletic-sweat,,,,,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,109.00,,true,true,
virginia-athletic-sweat,,,,,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,109.00,,true,true,
virginia-athletic-sweat,,,,,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,109.00,,true,true,
wallis-trouser,Wallis Trouser,,Three Over One,Trouser,Mens,Color,Default Title,,,,,,0,,1,deny,manual,0.00,,true,true,
walter-trouser,Walter Trouser,"Relaxed fit trouser tapering at the hem.
Two slant pockets at front and a pocket with button fastening at the back. Belt channel at front with belt loops at the back and single pleat detail.
100% Japanese heavy weight cotton corduroy
Real horn buttons with a sanded finish
Heavily garment washed for softness
Made in Australia",Three Over One,Trouser,Mens,Color,Navy Corduroy,Size,30,,,,0,,1,deny,manual,239.00,,true,true,http://dl.dropbox.com/u/5929324/mens/113_Walter_Trouser_Navy_Cord_Front.jpg
walter-trouser,,,,,,Color,Navy Corduroy,Size,32,,,,0,,1,deny,manual,239.00,,true,true,http://dl.dropbox.com/u/5929324/mens/114_Walter_Trouser_Navy_Cord_Back.jpg
walter-trouser,,,,,,Color,Navy Corduroy,Size,34,,,,0,,1,deny,manual,239.00,,true,true,
walter-trouser,,,,,,Color,Navy Corduroy,Size,36,,,,0,,1,deny,manual,239.00,,true,true,
walter-trouser,,,,,,Color,Navy Corduroy,Size,38,,,,0,,1,deny,manual,239.00,,true,true,
william-waistcoat,William Waistcoat,"Relaxed fit trouser tapering at the hem.
Two slant pockets at front and a pocket with button fastening at the back. Belt channel at front with belt loops at the back and single pleat detail.
100% Japanese heavy weight cotton corduroy
Real horn buttons with a sanded finish
Heavily garment washed for softness
Made in Australia",Three Over One,Coat,Mens,Color,Navy Corduroy,Size,S,,,,0,,1,deny,manual,219.00,,true,true,
william-waistcoat,,,,,,Color,Navy Corduroy,Size,M,,,,0,,1,deny,manual,219.00,,true,true,
william-waistcoat,,,,,,Color,Navy Corduroy,Size,L,,,,0,,1,deny,manual,219.00,,true,true,
william-waistcoat,,,,,,Color,Navy Corduroy,Size,XL,,,,0,,1,deny,manual,219.00,,true,true,
william-waistcoat,,,,,,Color,Navy Corduroy,Size,XXL,,,,0,,1,deny,manual,219.00,,true,true,
wilma-waistcoat,Wilma Waistcoat,,Three Over One,Coat,Mens,Color,Default Title,,,,,,0,,1,deny,manual,0.00,,true,true,
